No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,aaaa
51983,2015,12,6,22,4,157,140,158,3,81.06,1031,6,cv,1,NA,NA,bbbb
51984,2015,12,6,23,4,161,145,164,4,86.99,1030,6,cv,1,NA,NA,bbbb
51985,2015,12,7,0,4,171,140,167,4,93.24,1030,5,cv,1,0,0,bbbb
51986,2015,12,7,1,4,180,156,169,3,93.19,1030,4,NE,1,NA,NA,bbbb
51987,2015,12,7,2,4,178,153,170,3,93.19,1030,4,SW,1,0,0,bbbb
51988,2015,12,7,3,4,176,154,171,3,100,1030,3,SW,3,NA,NA,bbbb
51989,2015,12,7,4,4,176,156,166,3,100,1029,3,cv,0,NA,NA,bbbb
51990,2015,12,7,5,4,165,140,169,2,100,1029,2,SW,1,NA,NA,bbbb
51991,2015,12,7,6,4,143,128,171,2,100,1030,2,cv,0,NA,NA,bbbb
51992,2015,12,7,7,4,137,117,161,3,100,1031,3,NE,2,NA,NA,bbbb
51993,2015,12,7,8,4,140,106,164,5,100,1031,5,NW,2,0,0,bbbb
51994,2015,12,7,9,4,128,92,145,5,81.34,1032,8,NW,5,0,0,bbbb
51995,2015,12,7,10,4,113,87,108,5,66.49,1032,11,NE,3,0,0,bbbb
51996,2015,12,7,11,4,80,59,88,6,66.71,1031,12,NW,5,0,0,bbbb
51997,2015,12,7,12,4,48,27,55,6,62.48,1030,13,NE,3,0,0,bbbb
51998,2015,12,7,13,4,28,37,NA,4,54.35,1030,13,NE,6,0,0,bbbb
51999,2015,12,7,14,4,31,40,29,5,54.62,1029,14,NE,9,0,0,bbbb
52000,2015,12,7,15,4,37,35,37,4,50.92,1029,14,NE,13,0,0,bbbb
52001,2015,12,7,16,4,32,35,38,3,50.65,1029,13,NE,16,0,0,bbbb
52002,2015,12,7,17,4,25,31,31,6,66.71,1030,12,NE,20,0,0,bbbb
52003,2015,12,7,18,4,25,30,24,5,66.49,1031,11,NE,24,0,0,bbbb
52004,2015,12,7,19,4,28,33,25,5,66.49,1031,11,NE,28,0,0,bbbb
52005,2015,12,7,20,4,30,37,24,4,66.27,1032,10,NE,31,0,0,bbbb
52006,2015,12,7,21,4,31,39,24,4,66.27,1032,10,NE,33,0,0,bbbb
52007,2015,12,7,22,4,33,34,27,4,70.88,1032,9,NE,35,NA,NA,bbbb
52008,2015,12,7,23,4,37,39,34,4,75.84,1032,8,NE,37,NA,NA,bbbb
52009,2015,12,8,0,4,34,38,33,4,75.84,1032,8,NE,39,NA,NA,bbbb
52010,2015,12,8,1,4,32,38,33,4,86.99,1032,6,NE,41,NA,NA,bbbb
52011,2015,12,8,2,4,36,45,31,4,86.99,1032,6,NE,43,NA,NA,bbbb
52012,2015,12,8,3,4,39,33,30,4,93.24,1032,5,NW,2,NA,NA,bbbb
52013,2015,12,8,4,4,36,35,34,4,93.24,1031,5,NE,2,NA,NA,bbbb
52014,2015,12,8,5,4,30,27,36,3,93.19,1031,4,NE,3,NA,NA,bbbb
52015,2015,12,8,6,4,29,38,36,4,100,1032,4,NE,4,NA,NA,bbbb
52016,2015,12,8,7,4,30,36,35,3,93.19,1032,4,NE,6,0,0,bbbb
52017,2015,12,8,8,4,34,32,34,6,87.19,1033,8,NE,7,0,0,bbbb
52018,2015,12,8,9,4,29,25,24,6,71.27,1033,11,NE,10,0,0,bbbb
52019,2015,12,8,10,4,26,20,25,5,62.24,1033,12,NE,15,0,0,bbbb
52020,2015,12,8,11,4,24,20,21,5,54.62,1032,14,NE,19,0,0,bbbb
52021,2015,12,8,12,4,24,25,16,5,54.62,1031,14,SE,4,0,0,bbbb
52022,2015,12,8,13,4,26,26,17,5,54.62,1030,14,SE,8,0,0,bbbb
52023,2015,12,8,14,4,23,26,20,5,54.62,1030,14,SE,12,0,0,bbbb
52024,2015,12,8,15,4,23,27,19,5,58.29,1030,13,NE,3,0,0,bbbb
52025,2015,12,8,16,4,23,29,20,5,58.29,1031,13,NE,7,0,0,bbbb
52026,2015,12,8,17,4,26,32,22,6,62.48,1030,13,NE,10,0,0,bbbb
52027,2015,12,8,18,4,29,38,33,5,62.24,1030,12,NE,14,0,0,bbbb
52028,2015,12,8,19,4,32,40,32,6,66.71,1030,12,NE,18,NA,NA,bbbb
52029,2015,12,8,20,4,37,44,38,6,66.71,1031,12,NE,21,0,0,bbbb
52030,2015,12,8,21,4,39,39,40,6,71.27,1030,11,NE,24,NA,NA,bbbb
52031,2015,12,8,22,4,44,41,41,6,71.27,1031,11,NE,26,0,0,bbbb
52032,2015,12,8,23,4,47,48,39,6,71.27,1030,11,NE,30,NA,NA,bbbb
52033,2015,12,9,0,4,NA,37,42,6,71.27,1030,11,NE,32,NA,NA,bbbb
52034,2015,12,9,1,4,39,44,45,6,76.18,1029,10,NE,34,NA,NA,bbbb
52035,2015,12,9,2,4,46,44,45,6,81.48,1028,9,NE,36,NA,NA,bbbb
52036,2015,12,9,3,4,46,47,43,6,71.27,1028,11,NE,38,NA,NA,bbbb
52037,2015,12,9,4,4,40,45,46,6,71.27,1027,11,NE,39,NA,NA,bbbb
52038,2015,12,9,5,4,39,42,44,7,76.35,1027,11,NE,42,0,0,bbbb
52039,2015,12,9,6,4,35,39,45,8,76.52,1026,12,NE,46,0,0,bbbb
52040,2015,12,9,7,4,34,38,43,7,71.47,1026,12,NE,51,0,0,bbbb
52041,2015,12,9,8,4,34,37,49,8,71.66,1026,13,NE,55,0,0,bbbb
52042,2015,12,9,9,4,34,41,47,8,67.15,1026,14,SE,4,0,0,bbbb
52043,2015,12,9,10,4,36,45,47,9,71.85,1026,14,SE,8,0,0,bbbb
52044,2015,12,9,11,4,39,36,39,9,67.36,1024,15,SE,12,NA,NA,bbbb
52045,2015,12,9,12,4,28,37,40,10,72.04,1023,15,SE,15,0,0,bbbb
52046,2015,12,9,13,4,38,43,39,11,82.14,1022,14,SE,17,NA,NA,bbbb
52047,2015,12,9,14,4,39,41,43,12,87.75,1022,14,SE,18,NA,NA,bbbb
52048,2015,12,9,15,4,40,38,45,12,93.65,1022,13,cv,0,NA,NA,bbbb
52049,2015,12,9,16,4,46,40,48,12,93.65,1021,13,NE,2,NA,NA,bbbb
52050,2015,12,9,17,4,47,47,41,12,93.65,1021,13,NE,4,1.3,1.3,bbbb
52051,2015,12,9,18,4,39,32,39,12,93.65,1021,13,NE,7,NA,NA,bbbb
52052,2015,12,9,19,4,34,36,40,13,100,1021,13,NE,9,NA,NA,bbbb
52053,2015,12,9,20,4,35,32,33,13,100,1020,13,NE,11,NA,NA,bbbb
52054,2015,12,9,21,4,29,33,30,13,100,1020,13,NW,3,NA,NA,bbbb
52055,2015,12,9,22,4,19,15,22,13,100,1019,13,NW,6,NA,NA,bbbb
52056,2015,12,9,23,4,12,19,16,13,100,1018,13,NE,2,NA,NA,bbbb
52057,2015,12,10,0,4,16,17,21,13,100,1018,13,NW,1,NA,NA,bbbb
52058,2015,12,10,1,4,17,21,19,13,100,1017,13,cv,0,NA,NA,bbbb
52059,2015,12,10,2,4,17,21,18,13,100,1017,13,NW,3,NA,NA,bbbb
52060,2015,12,10,3,4,19,18,17,13,100,1017,13,NW,6,NA,NA,bbbb
52061,2015,12,10,4,4,17,28,24,12,93.65,1017,13,NW,9,NA,NA,bbbb
52062,2015,12,10,5,4,25,25,29,12,100,1016,12,NW,12,NA,NA,bbbb
52063,2015,12,10,6,4,32,29,32,12,100,1016,12,NW,15,NA,NA,bbbb
52064,2015,12,10,7,4,31,38,36,12,100,1016,12,NW,18,NA,NA,bbbb
52065,2015,12,10,8,4,34,37,42,12,100,1017,12,NW,22,0.6,0.6,bbbb
52066,2015,12,10,9,4,43,44,42,11,93.6,1017,12,NW,26,0.1,0.7,bbbb
52067,2015,12,10,10,4,52,50,50,11,93.6,1017,12,NW,31,NA,NA,bbbb
52068,2015,12,10,11,4,56,42,52,11,93.6,1016,12,NW,35,1,1,bbbb
52069,2015,12,10,12,4,47,52,52,11,93.6,1015,12,NW,41,0.5,1.5,bbbb
52070,2015,12,10,13,4,56,51,56,11,93.6,1015,12,NW,47,0.1,1.6,bbbb
52071,2015,12,10,14,4,58,54,54,11,93.6,1014,12,NW,54,0.5,2.1,bbbb
52072,2015,12,10,15,4,57,67,53,11,93.6,1014,12,NW,60,0.3,2.4,bbbb
52073,2015,12,10,16,4,70,72,75,11,93.6,1014,12,NW,67,0,0,bbbb
52074,2015,12,10,17,4,70,65,62,11,93.6,1015,12,NW,75,0,0,bbbb
52075,2015,12,10,18,4,62,60,58,11,93.6,1016,12,NW,82,0,0,bbbb
52076,2015,12,10,19,4,62,57,62,11,93.6,1017,12,NW,88,0,0,bbbb
52077,2015,12,10,20,4,53,45,56,11,93.6,1017,12,NW,95,0.1,0.1,bbbb
52078,2015,12,10,21,4,42,38,48,11,93.6,1018,12,NW,101,0.1,0.2,bbbb
52079,2015,12,10,22,4,34,31,41,11,93.6,1019,12,NW,106,0,0,bbbb
52080,2015,12,10,23,4,26,26,33,11,93.6,1019,12,NW,111,0.1,0.1,bbbb
52081,2015,12,11,0,4,25,30,30,11,93.6,1019,12,NW,116,0,0,bbbb
52082,2015,12,11,1,4,NA,38,34,10,87.57,1020,12,NW,122,0,0,bbbb
52083,2015,12,11,2,4,39,41,35,10,93.55,1020,11,NW,126,0,0,bbbb
52084,2015,12,11,3,4,38,38,38,10,93.55,1020,11,NW,131,NA,NA,bbbb
52085,2015,12,11,4,4,39,41,40,9,87.47,1020,11,NW,135,0,0,bbbb
52086,2015,12,11,5,4,38,37,37,9,87.47,1020,11,NW,140,0,0,bbbb
52087,2015,12,11,6,4,58,82,53,9,87.47,1020,11,NW,145,0,0,bbbb
52088,2015,12,11,7,4,114,121,100,9,93.5,1021,10,NE,4,0,0,bbbb
52089,2015,12,11,8,4,132,131,128,8,87.38,1022,10,NW,5,0,0,bbbb
52090,2015,12,11,9,4,146,148,144,8,81.75,1023,11,NW,11,0,0,bbbb
52091,2015,12,11,10,4,167,169,162,8,81.75,1023,11,NW,17,0,0,bbbb
52092,2015,12,11,11,4,192,180,185,7,81.61,1023,10,NW,23,0,0,bbbb
52093,2015,12,11,12,4,191,168,189,7,76.35,1023,11,NW,29,0,0,bbbb
52094,2015,12,11,13,4,165,148,157,6,71.27,1022,11,NW,35,0,0,bbbb
52095,2015,12,11,14,4,141,117,131,6,71.27,1022,11,NW,42,0,0,bbbb
52096,2015,12,11,15,4,120,94,110,5,66.49,1022,11,NW,47,0,0,bbbb
52097,2015,12,11,16,4,90,81,101,5,71.07,1022,10,NW,53,0,0,bbbb
52098,2015,12,11,17,4,69,59,79,4,70.88,1023,9,NW,57,0,0,bbbb
52099,2015,12,11,18,4,46,34,52,4,70.88,1023,9,NE,5,0,0,bbbb
52100,2015,12,11,19,4,29,32,33,3,70.67,1023,8,NE,10,0,0,bbbb
52101,2015,12,11,20,4,25,26,26,2,70.47,1024,7,NE,15,0,0,bbbb
52102,2015,12,11,21,4,23,30,24,1,75.32,1024,5,NE,18,0,0,bbbb
52103,2015,12,11,22,4,27,24,27,1,70.27,1025,6,NW,2,NA,NA,bbbb
52104,2015,12,11,23,4,27,26,26,2,80.92,1025,5,NW,4,0,0,bbbb
52105,2015,12,12,0,4,28,27,NA,2,75.49,1025,6,NW,5,NA,NA,bbbb
52106,2015,12,12,1,4,34,34,32,2,80.92,1025,5,NW,7,NA,NA,bbbb
52107,2015,12,12,2,4,43,43,42,2,80.92,1025,5,NE,2,NA,NA,bbbb
52108,2015,12,12,3,4,49,49,46,2,80.92,1025,5,NW,2,NA,NA,bbbb
52109,2015,12,12,4,4,51,47,50,1,80.78,1024,4,NW,5,0,0,bbbb
52110,2015,12,12,5,4,48,44,51,1,86.68,1024,3,NE,3,0,0,bbbb
52111,2015,12,12,6,4,47,47,51,1,86.68,1024,3,NE,5,0,0,bbbb
52112,2015,12,12,7,4,47,57,46,1,86.68,1024,3,NE,8,0,0,bbbb
52113,2015,12,12,8,4,52,58,49,4,86.99,1024,6,NE,10,0,0,bbbb
52114,2015,12,12,9,4,55,55,48,4,75.84,1025,8,NE,14,0,0,bbbb
52115,2015,12,12,10,4,57,51,52,2,57.51,1025,10,NE,17,0,0,bbbb
52116,2015,12,12,11,4,51,51,53,3,57.77,1024,11,NE,19,0,0,bbbb
52117,2015,12,12,12,4,49,51,54,3,54.08,1023,12,cv,2,0,0,bbbb
52118,2015,12,12,13,4,49,50,52,2,47.17,1022,13,SW,2,0,0,bbbb
52119,2015,12,12,14,4,53,54,44,2,47.17,1022,13,NE,3,0,0,bbbb
52120,2015,12,12,15,4,57,56,41,3,54.08,1021,12,NE,6,0,0,bbbb
52121,2015,12,12,16,4,54,57,50,3,54.08,1022,12,NE,9,0,0,bbbb
52122,2015,12,12,17,4,53,57,47,3,61.76,1022,10,NE,12,0,0,bbbb
52123,2015,12,12,18,4,50,56,53,3,61.76,1023,10,NE,15,0,0,bbbb
52124,2015,12,12,19,4,50,47,52,4,66.27,1023,10,NE,19,0,0,bbbb
52125,2015,12,12,20,4,42,45,47,5,71.07,1023,10,SE,2,NA,NA,bbbb
52126,2015,12,12,21,4,43,47,43,5,71.07,1024,10,NE,2,0,0,bbbb
52127,2015,12,12,22,4,47,50,43,5,76.01,1023,9,NE,5,0,0,bbbb
52128,2015,12,12,23,4,47,51,50,6,81.48,1023,9,NE,8,0,0,bbbb
52129,2015,12,13,0,4,52,54,52,5,81.34,1023,8,NE,9,NA,NA,bbbb
52130,2015,12,13,1,4,NA,49,52,5,81.34,1022,8,NE,11,NA,NA,bbbb
52131,2015,12,13,2,4,53,53,51,5,81.34,1022,8,NW,2,NA,NA,bbbb
52132,2015,12,13,3,4,48,51,52,6,93.35,1022,7,NW,4,0,0,bbbb
52133,2015,12,13,4,4,42,45,51,6,87.19,1021,8,NE,2,NA,NA,bbbb
52134,2015,12,13,5,4,44,43,42,7,93.4,1021,8,NW,4,0,0,bbbb
52135,2015,12,13,6,4,48,46,43,7,93.4,1022,8,NW,6,0,0,bbbb
52136,2015,12,13,7,4,49,44,53,7,93.4,1023,8,NE,3,0,0,bbbb
52137,2015,12,13,8,4,48,51,47,7,87.28,1023,9,NE,6,0.1,0.1,bbbb
52138,2015,12,13,9,4,53,43,46,8,93.45,1023,9,NE,9,0,0,bbbb
52139,2015,12,13,10,4,58,60,53,8,87.38,1023,10,NE,12,0,0,bbbb
52140,2015,12,13,11,4,61,61,60,7,81.61,1023,10,NE,15,0,0,bbbb
52141,2015,12,13,12,4,66,61,64,6,76.18,1022,10,NE,18,0,0,bbbb
52142,2015,12,13,13,4,63,61,64,6,76.18,1022,10,NE,20,0.2,0.2,bbbb
52143,2015,12,13,14,4,64,67,64,6,81.48,1021,9,NE,24,0,0,bbbb
52144,2015,12,13,15,4,77,74,69,7,87.28,1022,9,NW,3,0.8,0.8,bbbb
52145,2015,12,13,16,4,82,83,77,6,81.48,1022,9,NW,6,0.3,1.1,bbbb
52146,2015,12,13,17,4,93,79,91,7,87.28,1022,9,NW,9,0.1,1.2,bbbb
52147,2015,12,13,18,4,84,80,91,6,87.19,1022,8,NW,13,0,0,bbbb
52148,2015,12,13,19,4,83,78,83,6,87.19,1023,8,NW,17,0,0,bbbb
52149,2015,12,13,20,4,75,71,72,6,87.19,1024,8,NW,20,NA,NA,bbbb
52150,2015,12,13,21,4,73,72,73,7,93.4,1024,8,NW,23,0,0,bbbb
52151,2015,12,13,22,4,87,92,96,6,87.19,1024,8,NW,27,0,0,bbbb
52152,2015,12,13,23,4,91,81,104,6,87.19,1024,8,NW,31,0.1,0.1,bbbb
52153,2015,12,14,0,4,91,91,100,5,81.34,1023,8,NW,34,NA,NA,bbbb
52154,2015,12,14,1,4,103,96,101,5,81.34,1023,8,NW,37,NA,NA,bbbb
52155,2015,12,14,2,4,106,97,96,5,81.34,1023,8,NW,41,0,0,bbbb
52156,2015,12,14,3,4,104,98,100,5,81.34,1023,8,NW,45,0,0,bbbb
52157,2015,12,14,4,4,106,107,103,4,75.84,1023,8,NW,49,0,0,bbbb
52158,2015,12,14,5,4,108,106,107,4,75.84,1022,8,NW,53,NA,NA,bbbb
52159,2015,12,14,6,4,114,118,115,4,81.2,1023,7,NW,57,0,0,bbbb
52160,2015,12,14,7,4,123,121,122,4,81.2,1023,7,NW,62,0,0,bbbb
52161,2015,12,14,8,4,125,124,141,3,70.67,1024,8,NW,67,0,0,bbbb
52162,2015,12,14,9,4,127,115,137,3,70.67,1024,8,NW,71,0,0,bbbb
52163,2015,12,14,10,4,120,109,128,2,61.51,1023,9,NW,76,0,0,bbbb
52164,2015,12,14,11,4,111,101,121,0,49.8,1024,10,NW,81,0,0,bbbb
52165,2015,12,14,12,4,115,117,112,-1,46.29,1022,10,NW,88,0,0,bbbb
52166,2015,12,14,13,4,139,140,127,-1,46.29,1022,10,NW,95,0,0,bbbb
52167,2015,12,14,14,4,175,NA,160,0,49.8,1022,10,NW,102,0,0,bbbb
52168,2015,12,14,15,4,192,NA,184,1,53.53,1022,10,NW,107,0,0,bbbb
52169,2015,12,14,16,4,196,187,174,0,53.26,1022,9,NW,113,0,0,bbbb
52170,2015,12,14,17,4,193,195,188,1,57.25,1023,9,NW,117,0,0,bbbb
52171,2015,12,14,18,4,202,203,199,2,65.82,1024,8,NW,120,0,0,bbbb
52172,2015,12,14,19,4,202,204,198,3,70.67,1024,8,NW,124,NA,NA,bbbb
52173,2015,12,14,20,4,205,210,208,3,70.67,1025,8,NW,127,0,0,bbbb
52174,2015,12,14,21,4,218,228,224,4,75.84,1024,8,NW,131,0,0,bbbb
52175,2015,12,14,22,4,223,225,228,4,75.84,1025,8,NW,134,0,0,bbbb
52176,2015,12,14,23,4,229,233,238,4,75.84,1025,8,NW,137,0,0,bbbb
52177,2015,12,15,0,4,242,251,250,3,70.67,1025,8,NW,141,0,0,bbbb
52178,2015,12,15,1,4,262,267,274,2,65.82,1024,8,NW,146,0,0,bbbb
52179,2015,12,15,2,4,267,262,273,1,65.59,1024,7,NW,150,0,0,bbbb
52180,2015,12,15,3,4,262,266,262,1,70.27,1024,6,NW,155,0,0,bbbb
52181,2015,12,15,4,4,264,267,262,1,65.59,1024,7,NW,161,0,0,bbbb
52182,2015,12,15,5,4,267,272,268,1,70.27,1024,6,NW,167,0,0,bbbb
52183,2015,12,15,6,4,270,281,275,1,70.27,1024,6,NW,172,0,0,bbbb
52184,2015,12,15,7,4,269,269,276,1,70.27,1025,6,NW,176,0,0,bbbb
52185,2015,12,15,8,4,261,251,271,0,61.01,1025,7,NW,181,0,0,bbbb
52186,2015,12,15,9,4,247,238,266,1,61.26,1026,8,NW,184,0,0,bbbb
52187,2015,12,15,10,4,236,224,243,1,61.26,1026,8,NW,188,0,0,bbbb
52188,2015,12,15,11,4,202,188,214,-1,49.51,1026,9,NW,194,0,0,bbbb
52189,2015,12,15,12,4,189,195,194,-1,46.29,1025,10,NW,200,0,0,bbbb
52190,2015,12,15,13,4,198,193,203,-1,46.29,1024,10,NW,206,0,0,bbbb
52191,2015,12,15,14,4,202,186,198,0,49.8,1024,10,NW,212,0,0,bbbb
52192,2015,12,15,15,4,176,157,181,-1,46.29,1024,10,NW,216,0,0,bbbb
52193,2015,12,15,16,4,180,176,165,-1,46.29,1024,10,NW,221,0,0,bbbb
52194,2015,12,15,17,4,191,192,184,-1,49.51,1025,9,NW,225,0,0,bbbb
52195,2015,12,15,18,4,189,180,194,0,56.99,1025,8,NW,228,0,0,bbbb
52196,2015,12,15,19,4,189,198,211,0,56.99,1026,8,NW,231,0,0,bbbb
52197,2015,12,15,20,4,200,202,225,0,56.99,1026,8,NW,234,NA,NA,bbbb
52198,2015,12,15,21,4,200,192,226,1,65.59,1026,7,NW,237,0,0,bbbb
52199,2015,12,15,22,4,201,194,216,0,61.01,1026,7,NW,240,0,0,bbbb
52200,2015,12,15,23,4,201,202,215,1,65.59,1027,7,SW,3,NA,NA,bbbb
52201,2015,12,16,0,4,214,210,NA,1,65.59,1027,7,NW,3,NA,NA,bbbb
52202,2015,12,16,1,4,211,198,227,1,65.59,1027,7,NW,7,0,0,bbbb
52203,2015,12,16,2,4,169,140,194,-1,56.72,1027,7,NW,12,0,0,bbbb
52204,2015,12,16,3,4,133,116,132,-4,48.63,1027,6,NW,18,0,0,bbbb
52205,2015,12,16,4,4,97,82,96,-4,52.13,1028,5,NW,23,0,0,bbbb
52206,2015,12,16,5,4,72,73,81,-4,55.91,1028,4,NW,27,0,0,bbbb
52207,2015,12,16,6,4,62,62,60,-5,51.84,1028,4,NW,33,0,0,bbbb
52208,2015,12,16,7,4,62,75,71,-5,51.84,1028,4,NW,38,0,0,bbbb
52209,2015,12,16,8,4,68,73,74,-4,55.91,1029,4,NW,45,0,0,bbbb
52210,2015,12,16,9,4,64,67,71,-3,56.18,1029,5,NW,51,0,0,bbbb
52211,2015,12,16,10,4,56,38,51,-6,39.01,1030,7,NW,58,0,0,bbbb
52212,2015,12,16,11,4,34,24,31,-11,26.39,1029,7,NW,66,0,0,bbbb
52213,2015,12,16,12,4,24,28,22,-12,22.75,1029,8,NW,75,0,0,bbbb
52214,2015,12,16,13,4,NA,33,25,-12,24.36,1028,7,NW,84,0,0,bbbb
52215,2015,12,16,14,4,25,34,21,-13,22.46,1028,7,NW,93,0,0,bbbb
52216,2015,12,16,15,4,26,36,26,-11,26.39,1029,7,NW,100,0,0,bbbb
52217,2015,12,16,16,4,33,38,36,-10,30.61,1029,6,NW,108,0,0,bbbb
52218,2015,12,16,17,4,NA,39,32,-11,30.31,1030,5,NW,115,0,0,bbbb
52219,2015,12,16,18,4,31,44,35,-10,35.19,1031,4,NW,121,0,0,bbbb
52220,2015,12,16,19,4,39,57,38,-9,38.08,1031,4,NW,125,0,0,bbbb
52221,2015,12,16,20,4,46,52,44,-8,44.19,1032,3,NW,129,0,0,bbbb
52222,2015,12,16,21,4,46,50,51,-8,44.19,1032,3,NW,135,0,0,bbbb
52223,2015,12,16,22,4,39,47,50,-9,40.86,1032,3,NW,140,0,0,bbbb
52224,2015,12,16,23,4,38,38,49,-8,47.44,1032,2,NW,145,0,0,bbbb
52225,2015,12,17,0,4,34,37,45,-8,47.44,1032,2,NW,150,0,0,bbbb
52226,2015,12,17,1,4,30,41,41,-9,43.88,1032,2,NW,155,0,0,bbbb
52227,2015,12,17,2,4,37,42,39,-10,43.57,1033,1,NW,161,0,0,bbbb
52228,2015,12,17,3,4,36,46,36,-10,43.57,1033,1,NW,168,0,0,bbbb
52229,2015,12,17,4,4,32,42,38,-10,43.57,1033,1,NW,173,0,0,bbbb
52230,2015,12,17,5,4,34,48,78,-10,43.57,1033,1,NW,179,0,0,bbbb
52231,2015,12,17,6,4,36,44,108,-9,47.14,1034,1,NW,184,0,0,bbbb
52232,2015,12,17,7,4,37,49,105,-9,50.68,1034,0,NW,189,0,0,bbbb
52233,2015,12,17,8,4,42,56,104,-9,47.14,1035,1,NW,194,0,0,bbbb
52234,2015,12,17,9,4,46,51,NA,-9,40.86,1035,3,NW,201,0,0,bbbb
52235,2015,12,17,10,4,42,42,NA,-10,35.19,1035,4,NW,210,0,0,bbbb
52236,2015,12,17,11,4,33,28,33,-11,32.5,1035,4,NW,218,0,0,bbbb
52237,2015,12,17,12,4,28,32,28,-11,30.31,1034,5,NW,225,0,0,bbbb
52238,2015,12,17,13,4,26,40,30,-12,27.97,1034,5,NW,231,0,0,bbbb
52239,2015,12,17,14,4,31,46,24,-14,23.77,1033,5,NW,238,0,0,bbbb
52240,2015,12,17,15,4,37,48,32,-12,27.97,1033,5,NW,244,0,0,bbbb
52241,2015,12,17,16,4,36,49,36,-12,30,1033,4,NW,250,0,0,bbbb
52242,2015,12,17,17,4,38,50,36,-12,30,1033,4,NW,255,0,0,bbbb
52243,2015,12,17,18,4,41,52,39,-11,34.88,1034,3,NW,259,0,0,bbbb
52244,2015,12,17,19,4,44,57,45,-10,37.77,1034,3,NW,263,0,0,bbbb
52245,2015,12,17,20,4,49,56,48,-10,40.55,1035,2,NW,267,0,0,bbbb
52246,2015,12,17,21,4,54,55,55,-10,40.55,1035,2,NW,271,0,0,bbbb
52247,2015,12,17,22,4,53,38,57,-9,47.14,1035,1,NE,3,0,0,bbbb
52248,2015,12,17,23,4,39,41,43,-8,54.8,1034,0,NE,6,0,0,bbbb
52249,2015,12,18,0,4,38,32,33,-7,55.08,1035,1,NW,1,NA,NA,bbbb
52250,2015,12,18,1,4,46,47,43,-7,55.08,1034,1,NW,2,NA,NA,bbbb
52251,2015,12,18,2,4,47,48,51,-7,59.21,1034,0,NW,5,NA,NA,bbbb
52252,2015,12,18,3,4,47,56,62,-6,68.78,1034,-1,NW,6,NA,NA,bbbb
52253,2015,12,18,4,4,49,59,65,-6,68.78,1034,-1,NW,9,NA,NA,bbbb
52254,2015,12,18,5,4,52,53,62,-7,59.21,1034,0,NW,11,NA,NA,bbbb
52255,2015,12,18,6,4,52,57,59,-6,68.78,1034,-1,NE,2,NA,NA,bbbb
52256,2015,12,18,7,4,51,57,60,-6,68.78,1035,-1,NE,5,NA,NA,bbbb
52257,2015,12,18,8,4,49,52,51,-6,59.48,1036,1,NE,7,NA,NA,bbbb
52258,2015,12,18,9,4,45,44,40,-10,35.19,1036,4,NW,3,NA,NA,bbbb
52259,2015,12,18,10,4,40,42,34,-10,30.61,1036,6,NW,7,NA,NA,bbbb
52260,2015,12,18,11,4,44,47,38,-9,30.92,1036,7,NW,10,NA,NA,bbbb
52261,2015,12,18,12,4,47,49,49,-7,33.74,1034,8,NW,12,NA,NA,bbbb
52262,2015,12,18,13,4,50,51,48,-6,31.84,1033,10,cv,1,NA,NA,bbbb
52263,2015,12,18,14,4,48,58,44,-5,34.36,1032,10,cv,2,NA,NA,bbbb
52264,2015,12,18,15,4,50,58,47,-4,37.05,1032,10,SE,1,NA,NA,bbbb
52265,2015,12,18,16,4,56,54,45,-4,39.63,1033,9,SE,3,NA,NA,bbbb
52266,2015,12,18,17,4,58,58,53,-4,45.4,1033,7,NW,3,NA,NA,bbbb
52267,2015,12,18,18,4,51,58,53,-3,56.18,1034,5,NE,4,NA,NA,bbbb
52268,2015,12,18,19,4,47,48,45,0,61.01,1034,7,SE,3,NA,NA,bbbb
52269,2015,12,18,20,4,42,47,46,0,65.36,1034,6,NE,3,NA,NA,bbbb
52270,2015,12,18,21,4,42,53,47,0,65.36,1035,6,NE,6,NA,NA,bbbb
52271,2015,12,18,22,4,44,55,41,1,70.27,1035,6,NE,8,NA,NA,bbbb
52272,2015,12,18,23,4,45,50,45,1,75.32,1035,5,NE,10,NA,NA,bbbb
52273,2015,12,19,0,4,NA,48,46,0,75.14,1035,4,NE,12,NA,NA,bbbb
52274,2015,12,19,1,4,43,45,42,0,75.14,1034,4,NE,13,NA,NA,bbbb
52275,2015,12,19,2,4,41,47,42,0,86.58,1034,2,NE,15,NA,NA,bbbb
52276,2015,12,19,3,4,41,43,44,0,86.58,1034,2,NE,17,NA,NA,bbbb
52277,2015,12,19,4,4,39,44,38,0,86.58,1033,2,NE,19,NA,NA,bbbb
52278,2015,12,19,5,4,36,44,37,0,86.58,1034,2,NE,21,NA,NA,bbbb
52279,2015,12,19,6,4,34,43,34,1,93.08,1033,2,NE,23,NA,NA,bbbb
52280,2015,12,19,7,4,36,41,38,1,80.78,1034,4,NE,25,NA,NA,bbbb
52281,2015,12,19,8,4,35,37,31,3,81.06,1034,6,NE,27,NA,NA,bbbb
52282,2015,12,19,9,4,31,41,35,1,57.25,1035,9,NE,31,NA,NA,bbbb
52283,2015,12,19,10,4,29,31,32,1,53.53,1035,10,NE,35,NA,NA,bbbb
52284,2015,12,19,11,4,29,26,24,1,50.08,1035,11,SE,4,NA,NA,bbbb
